Kassen-IK	Kassen Bezeichnung	PLZ	Ort	Straße
103128920	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
103128931	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
103128942	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
103128953	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
107836210	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108030786	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108030797	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108030800	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108030811	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108030822	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108031914	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108032458	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108032469	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108032470	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037099	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037102	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037113	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037124	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037135	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037146	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108037157	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108039650	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108039661	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108091030	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108091041	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
109531136	BKK DaimlerChrysler	28309	Bremen	Mercedesstr. 1
108038078	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
103123674	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
103128964	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
108038089	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
108038090	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
108038103	BKK DaimlerChrysler Ost	28309	Bremen	Mercedesstr. 1
106329236	BKK Debeka Ost	56072	Koblenz	Im Metternicher Feld
106329225	BKK Debeka West	56072	Koblenz	Im Metternicher Feld
104224634	BKK Deutsche Bank	40212	Düsseldorf	Königsallee 45-47
104220878	BKK Deutsche Bank	40212	Düsseldorf	Königsallee 45-47
109939003	BKK Deutsche Hausapotheke	38440	Wolfsburg	Goethestr. 49
109921296	BKK Deutsche Ost Hausapo.	38440	Wolfsburg	Goethestraße 49
103724294	BKK Diakonie	33617	Bielefeld	Königsweg 8
100821957	BKK Diakonie	33617	Bielefeld	Königsweg 8
103727093	BKK Diakonie	33617	Bielefeld	Königsweg 8
103729701	BKK Diakonie	33617	Bielefeld	Königsweg 8
103724249	BKK Dürkopp Adler AG	33719	Bielefeld	Bunzlauerstr. 10
104125509	BKK EUREGIO	52525	Heinsberg	Boos Fremery Str. 62
106331593	BKK EVM	56068	Koblenz	Schützenstr. 80/82
102429648	BKK EWE	26122	Oldenburg	Staulinie 16-17
102622120	BKK EWE	26122	Oldenburg	Staulinie 16-17
102429659	BKK EWE Ost	26123	Oldenburg	Donnerschweerstr. 20
102129930	BKK Energie	30159	Hannover	Lange Laube 6
101320269	BKK Energie	30159	Hannover	Lange Laube 6
101520136	BKK Energie	30159	Hannover	Lange Laube 6
102121761	BKK Energie	30159	Hannover	Lange Laube 6
102122341	BKK Energie	30159	Hannover	Lange Laube 6
102129941	BKK Energie	30159	Hannover	Lange Laube 6
102129952	BKK Energie	30159	Hannover	Lange Laube 6
102129963	BKK Energie	30159	Hannover	Lange Laube 6
102129974	BKK Energie	30159	Hannover	Lange Laube 6
102131455	BKK Energie	30159	Hannover	Lange Laube 6
102131466	BKK Energie	30159	Hannover	Lange Laube 6
102132070	BKK Energie	30159	Hannover	Lange Laube 6
102132081	BKK Energie	30159	Hannover	Lange Laube 6
102132218	BKK Energie	30159	Hannover	Lange Laube 6
102136746	BKK Energie	30159	Hannover	Lange Laube 6
102137462	BKK Energie	30159	Hannover	Lange Laube 6
103525384	BKK Energie	30159	Hannover	Lange Laube 6
103726412	BKK Energie	30159	Hannover	Lange Laube 6
103729529	BKK Energie	30159	Hannover	Lange Laube 6
104525057	BKK Energie	30159	Hannover	Lange Laube 6
104525104	BKK Energie	30159	Hannover	Lange Laube 6
104528711	BKK Energie	30159	Hannover	Lange Laube 6
105530353	BKK Energie	30159	Hannover	Lange Laube 6
108428844	BKK Energie	30159	Hannover	Lange Laube 6
108429446	BKK Energie	30159	Hannover	Lange Laube 6
108432269	BKK Energie	30159	Hannover	Lange Laube 6
108891619	BKK Energie	30159	Hannover	Lange Laube 6
105732324	BKK Ernst & Young	34212	Melsungen	Rotenburger Str. 15
102122557	BKK Exklusiv	31275	Lehrte	Zum Blauen See 7
101922110	BKK Exklusiv	31275	Lehrte	Zum Blauen See 7
102122410	BKK Exklusiv	31275	Lehrte	Zum Blauen See 7
102122955	BKK Exklusiv	31275	Lehrte	Zum Blauen See 7
103121046	BKK Exklusiv	31275	Lehrte	Zum Blauen See 7
102131320	BKK Exklusiv Ost	31275	Lehrte	Zum Blauen See 7
100223522	BKK Exklusiv Ost	31275	Lehrte	Zum Blauen See 7
102121486	BKK Exklusiv Ost	31275	Lehrte	Zum Blauen See 7
102423697	BKK Exklusiv Ost	31275	Lehrte	Zum Blauen See 7
104628222	BKK FUER HEILBERUFE	40549	Düsseldorf	SCHIESS STR. 43
107035687	BKK FUER HEILBERUFE	40549	Düsseldorf	SCHIESS STR. 43
104628233	BKK FUER HEILBERUFE OST	40549	Düsseldorf	SCHIESS STR. 43
109033393	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108633422	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108733559	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108923003	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108932480	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108933276	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
108933642	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
109034964	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
109034975	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
109037488	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
109037569	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
109092000	BKK Faber-Castell	94209	Regen	Bahnhofstr.45
103121137	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522185	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522210	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522562	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522573	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522700	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102522711	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102529592	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
102529638	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121035	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121080	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121115	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121148	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121160	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103121171	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103723998	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103725581	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103725616	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
103725912	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
107729631	BKK Firmus West	49074	Osnabrück	Luisenstraße 1a
107036370	BKK Freudenberg Lederwerk	69465	Weinheim	Hermann-Herder-Str.4
104625684	BKK Gemeinsame	50668	Köln	Jakordenstr. 18-20
104625731	BKK Gemeinsame	50668	Köln	Jakordenstr. 18-20
104625786	BKK Gemeinsame	50668	Köln	Jakordenstr. 18-20
104691721	BKK Gemeinsame Ost	50668	Köln	Jakordenstr. 18-20
104631498	BKK Gemeinsame Ost	50668	Köln	Jakordenstr. 18-20
103724272	BKK Gildemeister/Seidens.	33649	Bielefeld	Winterstr. 49
103524101	BKK Gildemeister/Seidens.	33649	Bielefeld	Winterstr. 49
103791489	BKK Gildemeister/Seidens.	33649	Bielefeld	Winterstr. 49
104424830	BKK Grillo-Werke AG	47166	Duisburg	Buschstr. 95
107835071	BKK Groz-Beckert	72458	Albstadt	Parkweg 2
104427207	BKK HORNITEX WERKE	47199	Duisburg	RHEINSTR. 20
103724238	BKK Heimat	33617	Bielefeld	Bolbrinkersweg 6
103723896	BKK Heimat	33617	Bielefeld	Bolbrinkersweg 6
103724261	BKK Heimat	33617	Bielefeld	Bolbrinkersweg 6
106231536	BKK Heimat	33617	Bielefeld	Bolbrinkersweg 6
103736722	BKK Herford Minden Rav.Ost	32051	Herford	Am Kleinbahnhof 5
107615532	BKK Herford Minden Ravens.	32051	Herford	Am Kleinbahnhof 5
103725525	BKK Herford Minden Ravens.	32051	Herford	Am Kleinbahnhof 5
103726069	BKK Herford Minden Ravens.	32051	Herford	Am Kleinbahnhof 5
103729778	BKK Herford Minden Ravens.	32051	Herford	Am Kleinbahnhof 5
103792572	BKK Herford Minden Ravens.	32051	Herford	Am Kleinbahnhof 5
105530331	BKK Herkules	34117	Kassel	Fünffensterstr. 5
107429785	BKK Hochrhein-Wiesental	79618	Rheinfelden (Baden)	Kapuziner Str. 9
107436410	BKK Hochrhein-Wiesental	79618	Rheinfelden (Baden)	Kapuziner Str. 9
107535114	BKK Hochrhein-Wiesental	79618	Rheinfelden (Baden)	Kapuziner Str. 9
107536433	BKK Hochrhein-Wiesental	79618	Rheinfelden (Baden)	Kapuziner Str. 9
109132690	BKK Hosokawa Alpine AG	86199	Augsburg	Peter-Dörfler-Str.13
108831386	BKK KBA Ost	1445	Radebeul	Friedrich-List-Str.
107920634	BKK KBA Ost	1445	Radebeul	Friedrich-List-Str.
108934142	BKK Krones	93069	Neutraubling	Zwickauerstr. 8
108928736	BKK Krones	93069	Neutraubling	Zwickauerstr. 8
108833674	BKK König u. Bauer	97080	Würzburg	Friedr.-König-Str.3
108891608	BKK König u. Bauer	97080	Würzburg	Friedr.-König-Str.3
105830517	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
101530753	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
101530764	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
105230101	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
105821242	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
108891551	BKK Linde	65187	Wiesbaden	Konrad-Adenauer-Ring
103726081	BKK MELITTA Plus	32425	Minden	Marienstr. 122
102822623	BKK MELITTA Plus	32425	Minden	Marienstr. 122
102822634	BKK MELITTA Plus	32425	Minden	Marienstr. 122
103726092	BKK MELITTA Plus	32425	Minden	Marienstr. 122
107835333	BKK MTU	88045	Friedrichshafen	Maybachplatz 1
108036145	BKK Mahle GmbH	70376	Stuttgart	Pragstr. 26-46
105330431	BKK Mayer, K.	63179	Obertshausen	Industriestr. 3
105230076	BKK Merck	64293	Darmstadt	Frankfurter Str. 133
103723317	BKK Miele Ost	33332	Gütersloh	Carl-Miele-Str. 29
103725364	BKK Miele-Werke GmbH	33332	Gütersloh	Carl-Miele Str. 29
103726548	BKK Miele-Werke GmbH	33332	Gütersloh	Carl-Miele Str. 29
103792663	BKK Miele-Werke GmbH	33332	Gütersloh	Carl-Miele Str. 29
101520078	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
100189461	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
100589465	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
100989469	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
101389465	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
101531220	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
101589467	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
101789469	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
102120076	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
102192471	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
103089466	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
103489460	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
104089468	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
105089461	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
106289465	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
106389466	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
106489467	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
106589468	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
106789460	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
107289467	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
107389468	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
107889463	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108089467	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108389460	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108428980	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108428991	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108433113	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108492569	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108891539	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
108891653	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
109389462	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
109589464	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
109789466	BKK Mobil Oil AG	29221	Celle	Burggrafenstr. 1
101520465	BKK Mobil Oil AG Blutzuckersel	20095	Hamburg	Steinstr. 5
104826120	BKK Monforts A.Masch.Fb.	41238	Mönchengladbach	Schwalmstr. 303
104491707	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101120735	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101123260	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101320225	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101332332	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101391700	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101391711	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101392518	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101520089	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101520090	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101520169	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101520181	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101520329	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101521547	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101522105	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101522116	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101532152	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
101592587	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
102022271	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524043	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524076	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524087	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524920	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524931	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103524942	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103525135	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103525464	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103526001	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103526864	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103526897	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103527444	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103527536	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103601309	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103725193	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103725228	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
103726478	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104127088	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104225292	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104229296	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104424829	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104424874	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104437993	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104491718	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104521598	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104525002	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104525013	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104525024	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104525035	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104525046	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104526252	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104528130	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104528744	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104621258	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104621726	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104628119	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104628142	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104826200	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104926483	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
104926531	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
106331742	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
107435293	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
107720596	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
107720643	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
108031300	BKK Novitas	47059	Duisburg	Schifferstr. 92,-100
108532512	BKK Ostbayern	84503	Altötting	Trostberger Str. 42
105723301	BKK PWC Dtsch.Revision	34212	Melsungen	Burgstrasse 1-3
105723312	BKK PWC Dtsch.Revision	34212	Melsungen	Burgstrasse 1-3
105792190	BKK PWC Dtsch.Revision	34212	Melsungen	Burgstrasse 1-3
105792203	BKK PWC Dtsch.Revision	34212	Melsungen	Burgstrasse 1-3
106431572	BKK Pfaff AG	67655	Kaiserslautern	Pirmasenserstr. 132
106431583	BKK Pfaff AG	67655	Kaiserslautern	Pirmasenserstr. 132
106420977	BKK Pfaff Ost	67655	Kaiserslautern	Königstr. 154
106431652	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106231821	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106331764	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106423925	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106431550	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106431663	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106431674	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106431696	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106432038	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106531631	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106935274	BKK Pfalz	67059	Ludwigshafen am Rhei	Lichtenbergstraße 16
106437453	BKK Pfalz Ost	67061	Ludwigshafen am Rhei	Knollstr. 20-24
106423630	BKK Pfalz Ost	67061	Ludwigshafen am Rhei	Knollstr. 20-24
101922757	BKK Preussag	38226	Salzgitter	Thiestr.15
109531045	BKK Preussag	38226	Salzgitter	Thiestr.15
101921814	BKK Preussag Ost	38226	Salzgitter	Thiestr. 15
101931440	BKK Preussag Publik	38226	Salzgitter	Thiestr. 15
101922917	BKK Preussag Publik	38226	Salzgitter	Thiestr. 15
101992035	BKK Preussag Publik	38226	Salzgitter	Thiestr. 15
102222057	BKK Preussag Publik	38226	Salzgitter	Thiestr. 15
102122944	BKK Preussen-Elektra	30159	Hannover	Lange Laube 6
108591499	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
102022191	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
102122476	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
105830539	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108433099	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108528286	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108532794	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108532932	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108591503	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108592241	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108632784	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108729018	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108732171	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108732525	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108733332	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108891540	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108933049	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
108933492	BKK ProVita	85232	Bergkirchen	Münchner Weg 5
106492393	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
100720660	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
101822610	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102022260	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102121863	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102122352	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102122374	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102129008	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102192426	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102222251	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102422685	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102522221	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102522584	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102522653	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102522880	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
102722600	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
103121079	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
103521789	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
103525419	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
103526591	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
103730668	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104123687	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104621588	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104621771	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104621942	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104624035	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104624411	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104624912	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625673	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625742	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625753	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625800	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625822	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625833	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625924	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104625935	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104626776	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104626787	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104627129	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104627334	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104627356	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104627458	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104628460	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104628609	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104826222	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104921650	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
104926494	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
105328415	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
105330157	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
105832052	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106229532	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106231854	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106321396	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106421228	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106431685	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106431845	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
106492406	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
107931170	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
109132554	BKK Pronova	67063	Ludwigshafen am Rhei	Brunckstr. 47
105823040	BKK R+V	65205	Wiesbaden	Kreuzberger Ring 21
105823051	BKK R+V	65205	Wiesbaden	Kreuzberger Ring 21
104526387	BKK RUHRCHEMIE	46147	Oberhausen	BRUCHSTR.2
102131240	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
101320214	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
101529260	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
102122820	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
102191470	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
103532270	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
104627528	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
106531802	BKK RWE-DEA AG	29225	Celle	Welfenallee 32
107532042	BKK Rieker Ricosta Weisser	78532	Tuttlingen	Stockacher Str. 4-6
107536035	BKK Rieker Ricosta Weisser	78532	Tuttlingen	Stockacher Str. 4-6
